;;DESTINATION;;;;;;;;;;;;;;;;;;;;;;;
5:30;Amstel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5:45;Amstel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
6:00;Amstel;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
6:15;Amstel;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1
6:30;Amstel;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0
6:45;Amstel;1;0;0;1;1;1;0;1;0;0;1;0;0;2;1;0;1;0;1;0;0;0;0;1
7:00;Amstel;0;0;0;1;0;1;0;2;0;0;1;1;0;1;2;2;0;0;2;1;1;0;1;1
7:15;Amstel;2;1;0;6;0;2;1;1;1;0;6;2;3;0;1;3;3;1;4;2;1;0;0;1
7:30;Amstel;8;7;2;16;8;1;2;10;3;2;13;7;1;10;11;2;7;1;0;4;4;3;2;10
7:45;Amstel;8;2;1;30;7;5;12;21;6;4;5;1;18;16;17;8;1;3;14;5;6;5;7;19
8:00;Amstel;13;9;1;10;9;3;10;19;7;1;17;7;9;1;0;15;19;3;15;9;6;6;1;4
8:15;Amstel;3;1;0;17;2;13;4;5;1;2;18;12;8;11;16;11;1;3;15;12;2;2;3;1
8:30;Amstel;6;6;3;0;13;12;6;2;4;2;17;9;12;3;1;15;6;0;16;0;2;6;2;16
8:45;Amstel;12;11;1;1;6;12;10;11;6;1;7;12;16;17;14;16;15;0;17;13;7;1;6;8
9:00;Amstel;15;3;2;19;19;8;3;3;7;2;15;7;15;8;18;16;6;4;13;7;3;2;5;20
9:15;Amstel;1;3;2;19;11;8;4;6;4;1;0;5;8;3;8;11;9;1;6;4;3;0;3;1
9:30;Amstel;4;4;1;12;2;7;1;10;3;1;5;0;3;5;9;3;12;2;0;0;1;1;2;3
9:45;Amstel;1;1;1;4;0;2;3;7;2;1;1;4;4;8;2;4;7;0;3;7;3;2;1;5
10:00;Amstel;1;2;1;5;1;1;1;4;2;0;5;3;2;2;0;1;4;0;3;0;2;2;2;4
10:15;Amstel;3;2;1;5;1;3;1;4;2;1;2;3;2;6;2;4;1;0;2;2;1;2;2;6
10:30;Amstel;0;2;1;2;3;3;0;1;0;1;2;1;0;6;3;0;5;1;3;4;1;2;1;1
10:45;Amstel;1;1;1;5;5;2;0;0;2;1;4;3;3;5;4;1;1;1;6;5;1;1;1;2
11:00;Amstel;0;3;0;2;4;0;2;2;2;1;4;3;5;3;2;1;3;0;1;4;0;1;1;4
11:15;Amstel;0;1;0;2;5;2;3;5;0;1;5;3;5;5;3;1;2;1;6;3;0;1;2;3
11:30;Amstel;1;2;1;1;3;2;1;6;1;0;3;2;1;4;1;4;1;0;4;0;0;2;0;0
11:45;Amstel;3;3;1;6;4;3;1;4;0;1;6;3;2;5;2;4;5;1;0;1;0;1;2;2
12:00;Amstel;4;3;1;1;5;3;2;2;1;0;7;0;6;1;1;2;6;1;2;2;1;1;2;4
12:15;Amstel;5;4;1;9;0;4;2;1;1;1;7;4;1;5;4;4;7;0;3;3;2;3;0;8
12:30;Amstel;4;4;0;2;6;6;2;5;2;0;3;1;1;2;2;6;8;0;9;3;2;2;1;3
12:45;Amstel;6;1;0;3;4;2;2;8;1;1;1;2;6;8;2;7;1;0;3;2;0;2;0;1
13:00;Amstel;6;2;0;3;7;3;1;6;3;1;2;1;2;3;7;2;2;1;0;1;2;1;1;2
13:15;Amstel;4;2;1;3;4;4;0;7;2;1;4;3;4;1;3;2;7;0;0;2;0;1;1;2
13:30;Amstel;3;2;1;3;2;0;0;2;1;1;6;2;1;2;2;0;2;0;3;1;0;0;0;5
13:45;Amstel;1;2;0;7;1;1;0;5;1;0;3;3;4;4;2;2;2;1;2;1;1;1;2;0
14:00;Amstel;3;0;1;7;2;0;0;5;1;0;1;3;1;1;4;2;4;1;5;5;1;1;0;0
14:15;Amstel;2;1;0;8;6;4;2;2;0;0;6;3;3;5;1;0;3;0;6;1;1;1;2;5
14:30;Amstel;2;3;0;0;0;0;2;1;2;1;2;0;1;5;1;4;1;0;0;1;1;1;2;1
14:45;Amstel;0;2;0;5;2;3;0;0;1;1;4;1;4;2;2;2;6;1;4;0;1;1;1;5
15:00;Amstel;2;2;1;6;3;2;3;3;0;0;5;0;1;5;1;2;6;1;5;6;1;0;1;3
15:15;Amstel;4;0;0;3;1;2;1;1;2;1;5;1;0;5;3;4;3;1;4;3;2;2;2;2
15:30;Amstel;2;1;0;4;0;2;1;3;1;1;2;2;4;1;0;4;5;1;3;2;2;1;1;5
15:45;Amstel;4;2;0;7;0;1;1;4;0;1;4;2;3;5;0;0;5;0;2;6;2;0;2;3
16:00;Amstel;7;1;0;9;5;7;7;0;4;2;1;5;1;1;3;12;1;1;9;7;0;3;4;1
16:15;Amstel;9;5;0;17;8;6;4;8;6;1;7;1;13;1;11;14;5;3;8;4;2;3;5;10
16:30;Amstel;11;7;2;17;12;12;1;7;5;1;2;5;0;13;3;12;0;2;12;10;5;3;3;16
16:45;Amstel;11;5;1;5;1;3;8;3;5;2;13;6;13;11;11;5;1;3;10;9;6;2;4;1
17:00;Amstel;2;7;1;1;14;3;2;10;1;1;4;12;3;18;3;10;20;2;8;14;1;7;3;9
17:15;Amstel;1;6;1;6;12;11;6;5;5;1;2;10;3;0;12;9;7;1;17;0;7;5;3;6
17:30;Amstel;10;7;1;26;14;12;7;3;6;2;13;6;6;5;6;7;16;1;13;8;5;7;6;3
17:45;Amstel;5;5;2;7;12;6;9;8;1;3;21;9;13;14;13;11;18;4;13;14;7;2;1;5
18:00;Amstel;12;11;1;17;13;12;3;1;0;1;11;10;0;20;2;15;2;3;8;5;1;2;7;13
18:15;Amstel;2;11;2;4;10;10;7;14;0;0;17;10;13;3;2;20;20;3;15;6;3;4;5;3
18:30;Amstel;4;6;2;15;14;9;6;8;1;2;4;1;6;3;4;3;12;1;6;14;5;0;1;6
18:45;Amstel;4;0;1;4;4;6;4;5;2;1;4;3;7;7;3;4;1;0;4;3;0;2;0;1
19:00;Amstel;0;3;1;6;8;3;2;2;3;1;0;3;6;5;2;3;1;1;3;8;2;2;1;4
19:15;Amstel;1;2;0;4;2;3;2;5;2;1;5;4;4;3;0;3;5;1;4;5;0;1;1;2
19:30;Amstel;4;2;0;4;5;0;2;5;1;0;5;0;1;5;2;1;6;1;5;2;0;1;2;3
19:45;Amstel;2;3;1;0;1;2;3;3;1;0;4;1;1;4;3;4;3;1;2;6;1;1;2;2
20:00;Amstel;4;1;1;2;5;4;1;3;1;1;2;1;5;3;2;4;4;0;2;3;0;1;0;1
20:15;Amstel;2;1;1;0;4;1;2;3;1;0;2;4;3;4;3;4;0;1;0;4;2;1;2;6
20:30;Amstel;3;0;0;2;3;2;1;1;0;1;1;1;2;2;3;3;3;1;3;1;1;1;1;2
20:45;Amstel;3;2;1;3;2;2;1;3;0;1;2;3;2;1;3;2;2;0;5;1;1;0;2;1
21:00;Amstel;0;1;1;6;0;1;2;0;1;1;2;1;3;5;0;1;5;1;4;3;1;0;1;1
21:15;Amstel;0;1;1;0;1;1;1;1;0;0;3;1;3;3;4;0;4;1;5;1;1;1;0;4
21:30;Amstel;2;2;0;6;4;2;0;0;1;1;3;2;2;1;1;3;4;1;4;2;0;1;1;4
21:45;Amstel;2;1;1;5;4;1;2;4;0;1;4;1;0;0;2;1;1;0;3;1;1;1;1;2
22:00;Amstel;4;3;0;7;1;3;3;6;2;1;4;3;1;5;4;3;4;1;6;2;1;2;1;3
22:15;Amstel;3;3;1;8;3;1;1;1;1;1;2;2;1;4;1;1;5;0;5;3;1;2;1;3
22:30;Amstel;0;2;0;6;0;3;0;2;0;1;1;0;0;3;2;3;5;0;0;3;0;1;0;1
22:45;Amstel;0;2;1;2;2;0;1;3;0;0;1;3;2;1;1;1;0;0;3;2;1;0;1;5
23:00;Amstel;0;1;0;2;2;1;1;0;1;0;3;0;2;2;2;3;2;1;3;0;1;1;1;2
23:15;Amstel;0;1;0;1;0;2;2;1;1;0;1;0;1;2;2;1;0;0;0;3;1;1;0;3
23:30;Amstel;1;0;0;2;2;2;2;0;1;1;3;1;2;1;1;2;2;0;1;3;0;0;0;3
23:45;Amstel;0;1;0;3;1;0;0;2;0;0;0;0;0;1;2;2;1;0;2;2;0;1;1;3
0:00;Amstelveenseweg;0;0;0;2;1;1;0;0;0;0;0;1;1;0;1;1;0;0;2;2;0;0;0;0
0:15;Amstelveenseweg;1;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0
0:30;Amstelveenseweg;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;1
0:45;Amstelveenseweg;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0
1:00;Amstelveenseweg;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1:15;Amstelveenseweg;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1:30;Amstelveenseweg;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
1:45;Amstelveenseweg;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0
2:00;Amstelveenseweg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
2:15;Amstelveenseweg;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2:30;Amstelveenseweg;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2:45;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3:00;Amstelveenseweg;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3:15;Amstelveenseweg;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
3:30;Amstelveenseweg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3:45;Amstelveenseweg;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
4:00;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1
4:15;Amstelveenseweg;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
4:30;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4:45;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
5:00;Amstelveenseweg;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
5:15;Amstelveenseweg;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5:30;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5:45;Amstelveenseweg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6:00;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1
6:15;Amstelveenseweg;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6:30;Amstelveenseweg;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0
6:45;Amstelveenseweg;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1
7:00;Amstelveenseweg;0;1;0;3;2;1;0;0;0;0;1;2;2;2;1;1;0;0;3;2;0;0;1;1
7:15;Amstelveenseweg;1;1;0;4;1;3;3;3;0;0;5;1;3;2;1;0;5;1;2;4;2;0;0;2
7:30;Amstelveenseweg;3;3;0;18;4;2;0;4;2;2;12;10;11;12;6;0;1;1;11;3;2;5;4;9
7:45;Amstelveenseweg;15;12;2;30;18;1;2;12;6;2;19;7;5;15;13;11;14;2;10;20;6;0;2;7
8:00;Amstelveenseweg;3;11;3;27;22;12;1;16;0;0;21;11;13;16;12;12;22;3;19;4;1;1;6;20
8:15;Amstelveenseweg;9;4;3;16;4;2;4;17;6;2;6;7;1;16;8;3;2;1;21;3;1;5;4;6
8:30;Amstelveenseweg;11;8;3;11;1;6;10;15;3;1;6;12;5;4;12;4;19;1;7;18;0;6;5;14
8:45;Amstelveenseweg;8;0;1;11;16;4;1;7;5;1;14;2;16;7;6;8;20;1;5;10;6;7;5;3
9:00;Amstelveenseweg;9;10;3;1;5;10;6;24;4;4;21;3;18;6;5;3;3;3;12;11;4;4;7;24
9:15;Amstelveenseweg;10;5;1;16;12;10;2;3;5;0;2;8;0;12;3;1;4;0;12;3;2;3;3;15
9:30;Amstelveenseweg;1;4;0;2;12;3;3;7;1;1;5;7;3;10;4;4;6;1;7;5;3;0;3;6
9:45;Amstelveenseweg;1;3;1;6;0;3;4;3;2;1;6;0;7;2;2;7;2;0;4;6;1;2;3;5
10:00;Amstelveenseweg;3;2;1;6;3;3;2;0;1;0;3;3;4;6;4;4;1;0;1;5;0;1;1;2
10:15;Amstelveenseweg;1;2;0;7;5;0;1;6;2;0;5;2;3;2;5;4;2;0;0;4;0;0;2;5
10:30;Amstelveenseweg;3;1;1;0;1;1;0;3;0;0;5;1;3;1;2;1;5;0;6;5;1;2;1;2
10:45;Amstelveenseweg;1;1;0;4;5;3;0;3;1;1;0;3;3;3;5;2;2;1;4;1;1;1;1;4
11:00;Amstelveenseweg;2;1;0;6;1;4;2;2;1;1;2;4;2;4;2;0;3;0;4;1;0;1;1;3
11:15;Amstelveenseweg;2;2;0;1;4;0;3;4;0;1;3;3;0;4;5;4;0;0;2;4;2;1;0;2
11:30;Amstelveenseweg;4;2;1;4;3;1;1;1;0;0;4;2;1;6;1;5;5;1;5;5;2;2;2;4
11:45;Amstelveenseweg;0;2;0;0;2;2;0;5;0;0;5;1;3;4;3;0;0;0;5;2;1;0;0;2
12:00;Amstelveenseweg;3;2;0;7;5;2;3;3;2;0;1;1;1;3;3;5;3;1;5;1;0;1;2;4
12:15;Amstelveenseweg;5;5;1;11;1;5;0;7;1;1;2;0;5;4;0;2;7;1;6;6;2;0;2;2
12:30;Amstelveenseweg;5;3;0;11;2;4;4;7;1;0;4;6;1;4;6;2;7;1;3;4;1;1;3;6
12:45;Amstelveenseweg;2;0;1;7;2;5;4;3;1;1;6;0;4;1;4;3;1;1;7;3;1;2;2;5
13:00;Amstelveenseweg;6;3;1;5;7;6;1;9;1;1;5;5;2;9;7;5;8;1;0;7;3;2;0;2
13:15;Amstelveenseweg;3;3;0;5;3;0;1;4;2;0;3;3;2;4;3;5;2;1;7;6;1;2;2;5
13:30;Amstelveenseweg;2;0;1;5;4;0;1;2;1;0;4;4;2;2;4;5;3;1;2;4;0;1;2;3
13:45;Amstelveenseweg;1;1;1;1;4;2;1;4;1;1;0;4;4;1;2;5;3;1;2;2;1;0;1;0
14:00;Amstelveenseweg;3;0;0;1;2;3;3;4;2;1;3;1;1;1;2;2;4;0;1;3;1;0;2;4
14:15;Amstelveenseweg;1;2;1;7;4;2;2;2;1;1;1;1;1;3;2;2;2;1;6;3;2;0;1;1
14:30;Amstelveenseweg;2;1;1;2;4;2;2;1;0;0;1;3;1;1;2;2;4;0;4;5;1;1;1;2
14:45;Amstelveenseweg;2;1;0;3;4;3;2;1;0;0;1;3;4;1;5;2;6;0;2;1;1;2;1;3
15:00;Amstelveenseweg;1;1;1;2;2;2;0;0;0;0;3;0;3;5;0;3;4;0;4;4;2;1;1;4
15:15;Amstelveenseweg;4;0;1;0;0;3;0;3;2;0;2;3;0;5;1;4;3;1;2;2;1;1;1;3
15:30;Amstelveenseweg;1;2;0;2;4;0;2;4;1;1;2;1;3;3;3;1;5;1;2;5;0;1;1;4
15:45;Amstelveenseweg;1;1;1;5;4;2;1;1;2;1;1;2;1;4;1;4;3;0;5;2;0;0;1;2
16:00;Amstelveenseweg;9;2;3;19;15;9;6;8;1;1;15;8;12;11;2;4;8;0;4;10;4;0;4;2
16:15;Amstelveenseweg;5;1;2;12;14;8;4;4;0;2;15;5;0;13;13;13;17;2;9;9;4;1;1;0
16:30;Amstelveenseweg;2;7;2;6;13;8;3;11;4;0;16;9;10;18;6;10;0;1;14;0;0;1;2;0
16:45;Amstelveenseweg;4;3;0;6;17;7;3;2;5;2;0;2;12;13;3;2;2;0;10;13;4;3;1;14
17:00;Amstelveenseweg;13;1;3;6;16;0;10;0;0;2;4;3;8;6;0;9;5;3;17;3;7;3;5;3
17:15;Amstelveenseweg;11;5;0;12;10;8;2;8;5;3;15;2;6;2;13;12;10;3;13;15;1;1;1;14
17:30;Amstelveenseweg;10;5;2;26;20;13;7;10;6;2;9;10;12;17;7;1;21;2;7;3;1;3;3;10
17:45;Amstelveenseweg;4;10;2;15;10;2;9;10;3;3;12;5;15;2;14;4;0;3;9;18;2;6;1;19
18:00;Amstelveenseweg;14;9;3;29;9;14;8;22;7;2;19;0;4;7;13;15;21;2;2;9;4;2;4;21
18:15;Amstelveenseweg;0;11;1;11;16;4;6;10;4;2;12;8;4;13;7;4;14;1;8;1;3;7;0;2
18:30;Amstelveenseweg;1;5;0;16;15;3;5;10;2;2;11;9;6;10;9;3;4;1;2;4;1;2;0;2
18:45;Amstelveenseweg;1;5;0;3;7;4;5;3;0;0;5;4;1;7;0;5;11;2;7;7;1;3;2;12
19:00;Amstelveenseweg;1;2;1;2;6;4;0;1;1;0;2;3;5;7;2;6;8;0;4;4;2;1;1;2
19:15;Amstelveenseweg;2;3;1;4;3;4;2;4;1;0;1;1;4;0;3;4;1;0;3;4;1;1;2;3
19:30;Amstelveenseweg;2;3;1;6;1;4;3;6;1;1;4;3;4;1;1;0;6;0;4;6;0;1;0;3
19:45;Amstelveenseweg;1;1;0;2;2;2;1;6;1;0;1;1;3;1;0;4;4;0;1;5;2;1;0;3
20:00;Amstelveenseweg;2;2;0;8;3;2;2;2;1;1;2;4;3;2;2;4;4;0;5;1;1;1;2;0
20:15;Amstelveenseweg;1;3;1;6;1;2;2;4;1;1;4;3;4;4;4;4;4;0;2;6;2;2;2;1
20:30;Amstelveenseweg;0;2;1;4;3;3;0;1;2;1;0;1;1;4;4;3;3;0;0;1;0;0;1;1
20:45;Amstelveenseweg;1;1;0;4;4;2;1;1;0;0;1;0;3;2;1;2;4;0;2;4;1;0;1;4
21:00;Amstelveenseweg;3;2;0;3;4;1;2;2;1;0;3;3;1;5;4;2;1;0;4;1;2;1;1;4
21:15;Amstelveenseweg;2;0;0;2;4;1;0;3;1;1;3;2;2;0;3;2;1;1;3;4;0;1;0;2
21:30;Amstelveenseweg;3;1;0;0;1;3;2;4;1;0;5;2;3;3;3;1;3;1;5;4;1;1;1;5
21:45;Amstelveenseweg;2;1;1;1;2;1;1;6;1;0;5;2;2;4;4;3;3;1;5;3;2;2;0;6
22:00;Amstelveenseweg;1;1;1;5;4;4;0;0;2;1;0;2;2;4;4;1;6;1;2;2;0;2;2;2
22:15;Amstelveenseweg;1;2;0;2;2;4;2;5;2;1;3;3;4;6;3;4;1;0;4;1;1;1;1;2
22:30;Amstelveenseweg;1;2;0;2;1;2;0;4;0;1;4;1;0;1;0;1;0;0;4;1;0;0;1;0
22:45;Amstelveenseweg;1;2;1;4;4;1;0;1;0;0;4;1;1;2;1;3;0;0;1;2;0;0;0;0
23:00;Amstelveenseweg;0;2;0;4;1;2;1;1;0;0;1;1;0;1;0;1;2;0;1;2;1;0;1;2
23:15;Amstelveenseweg;1;1;0;4;0;2;1;3;0;0;2;2;2;0;3;3;1;0;2;0;1;1;1;3
23:30;Amstelveenseweg;1;1;0;2;1;2;2;0;0;0;3;0;3;1;1;0;1;0;3;2;1;1;1;2
23:45;Amstelveenseweg;1;0;0;1;0;1;1;2;1;0;0;0;1;1;1;2;3;0;1;0;0;1;1;2
0:00;Buikslotermeer;1;1;0;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;2;0;1;0;1
0:15;Buikslotermeer;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1
0:30;Buikslotermeer;1;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1
0:45;Buikslotermeer;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
1:00;Buikslotermeer;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1:15;Buikslotermeer;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
1:30;Buikslotermeer;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1:45;Buikslotermeer;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
2:00;Buikslotermeer;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0
2:15;Buikslotermeer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2:30;Buikslotermeer;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1
2:45;Buikslotermeer;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0
3:00;Buikslotermeer;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1
3:15;Buikslotermeer;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0
3:30;Buikslotermeer;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0
3:45;Buikslotermeer;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
4:00;Buikslotermeer;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4:15;Buikslotermeer;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
4:30;Buikslotermeer;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
4:45;Buikslotermeer;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5:00;Buikslotermeer;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
5:15;Buikslotermeer;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
5:30;Buikslotermeer;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0
5:45;Buikslotermeer;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1
6:00;Buikslotermeer;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1
6:15;Buikslotermeer;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
6:30;Buikslotermeer;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
6:45;Buikslotermeer;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0
7:00;Buikslotermeer;2;1;0;3;3;0;1;1;1;0;1;1;1;3;1;2;3;0;1;2;1;1;1;1
7:15;Buikslotermeer;4;3;1;0;1;3;0;3;2;1;4;3;2;4;3;2;3;1;1;3;2;1;1;4
7:30;Buikslotermeer;10;6;1;2;11;4;1;12;3;2;8;1;8;8;9;3;5;0;8;1;1;1;3;6
7:45;Buikslotermeer;10;7;1;22;16;7;6;3;1;1;24;1;15;11;5;2;3;1;18;13;4;5;7;3
8:00;Buikslotermeer;5;11;2;15;19;3;4;0;4;3;10;5;18;17;12;5;10;2;22;17;2;1;0;14
8:15;Buikslotermeer;13;2;1;23;4;6;7;3;7;3;8;11;16;8;17;17;4;0;18;21;4;3;1;20
8:30;Buikslotermeer;1;6;2;2;5;8;3;1;6;0;9;2;2;17;17;11;20;2;9;11;2;4;2;16
8:45;Buikslotermeer;12;7;4;13;7;9;0;11;3;0;12;13;7;19;12;5;4;2;19;13;5;3;1;22
9:00;Buikslotermeer;12;4;3;24;6;6;1;20;2;0;19;2;10;21;16;11;18;2;23;8;1;2;4;4
9:15;Buikslotermeer;5;7;2;15;10;5;4;11;5;2;12;9;6;7;3;11;9;1;6;12;3;5;3;10
